Document,Word,WordDifficultyScore,WordDifficulty
Email Alerts,magnetically,0.82,hard
Email Alerts,complex,0.02,easy
Email Alerts,spot,0.1,easy
Email Alerts,group,0.0,easy
Email Alerts,however,0.0,easy
Email Alerts,region,0.45,easy
Email Alerts,little,0.0,easy
Email Alerts,last,0.0,easy
Email Alerts,leader,0.35,easy
Email Alerts,previous,0.08,easy
Email Alerts,new,0.0,easy
Email Alerts,initial,0.38,easy
Email Alerts,associated,0.64,hard
Email Alerts,degree,0.06,easy
Email Alerts,filament,0.74,hard
Email Alerts,eruption,0.66,hard
Email Alerts,centered,0.68,hard
Email Alerts,lifting,0.74,hard
Email Alerts,returned,0.36,easy
Email Alerts,flanking,0.78,hard
Email Alerts,additional,0.42,easy
Email Alerts,analysis,0.41,easy
Email Alerts,filament,0.74,hard
Email Alerts,visible,0.47,easy
Email Alerts,southeast,0.65,hard
Email Alerts,run,0.0,easy
Email Alerts,forecast,0.57,hard
Email Alerts,likely,0.06,easy
Email Alerts,due,0.02,easy
Email Alerts,flare,0.43,easy
Email Alerts,energetic,0.72,hard
Email Alerts,particle,0.71,hard
Email Alerts,summary,0.7,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,flux,0.46,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,flux,0.46,easy
Email Alerts,near,0.01,easy
Email Alerts,background,0.04,easy
Email Alerts,forecast,0.57,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,near,0.01,easy
Email Alerts,background,0.04,easy
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,reflected,0.64,hard
Email Alerts,possible,0.0,easy
Email Alerts,weak,0.21,easy
Email Alerts,transient,0.71,hard
Email Alerts,activity,0.36,easy
Email Alerts,geomagnetic,0.84,hard
Email Alerts,field,0.0,easy
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,speed,0.15,easy
Email Alerts,ranged,0.71,hard
Email Alerts,phi,0.74,hard
Email Alerts,angle,0.19,easy
Email Alerts,mostly,0.22,easy
Email Alerts,negative,0.29,easy
Email Alerts,forecast,0.57,hard
Email Alerts,mostly,0.22,easy
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,large,0.0,easy
Email Alerts,filament,0.74,hard
Email Alerts,eruption,0.66,hard
Email Alerts,summary,0.7,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,field,0.0,easy
Email Alerts,forecast,0.57,hard
Email Alerts,mostly,0.22,easy
Email Alerts,quiet,0.04,easy
Email Alerts,active,0.11,easy
Email Alerts,geomagnetic,0.84,hard
Email Alerts,effect,0.0,easy
Email Alerts,filament,0.74,hard
Email Alerts,eruption,0.66,hard
Email Alerts,product,0.22,easy
Email Alerts,space,0.0,easy
Email Alerts,weather,0.14,easy
Email Alerts,prediction,0.75,hard
Email Alerts,center,0.03,easy
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,moderate,0.46,easy
Email Alerts,period,0.01,easy
Email Alerts,minor,0.22,easy
Email Alerts,growth,0.02,easy
Email Alerts,either,0.0,easy
Email Alerts,coronagraph,0.82,hard
Email Alerts,data,0.13,easy
Email Alerts,forecast,0.57,hard
Email Alerts,energetic,0.72,hard
Email Alerts,particle,0.71,hard
Email Alerts,summary,0.7,hard
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,flux,0.46,easy
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,flux,0.46,easy
Email Alerts,forecast,0.57,hard
Email Alerts,slight,0.38,easy
Email Alerts,chance,0.01,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,environment,0.61,hard
Email Alerts,mildly,0.67,hard
Email Alerts,enhanced,0.7,hard
Email Alerts,period,0.01,easy
Email Alerts,total,0.02,easy
Email Alerts,field,0.0,easy
Email Alerts,strength,0.05,easy
Email Alerts,ranged,0.71,hard
Email Alerts,sustained,0.67,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,steady,0.38,easy
Email Alerts,forecast,0.57,hard
Email Alerts,enhanced,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,field,0.0,easy
Email Alerts,ranged,0.71,hard
Email Alerts,forecast,0.57,hard
Email Alerts,product,0.22,easy
Email Alerts,space,0.0,easy
Email Alerts,weather,0.14,easy
Email Alerts,prediction,0.75,hard
Email Alerts,center,0.03,easy
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,moderate,0.46,easy
Email Alerts,produced,0.28,easy
Email Alerts,several,0.0,easy
Email Alerts,inactive,0.55,hard
Email Alerts,either,0.0,easy
Email Alerts,coronagraph,0.82,hard
Email Alerts,imagery,0.69,hard
Email Alerts,forecast,0.57,hard
Email Alerts,increasing,0.45,easy
Email Alerts,chance,0.01,easy
Email Alerts,fully,0.2,easy
Email Alerts,onto,0.26,easy
Email Alerts,visible,0.47,easy
Email Alerts,disk,0.42,easy
Email Alerts,energetic,0.72,hard
Email Alerts,particle,0.71,hard
Email Alerts,summary,0.7,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,flux,0.46,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,flux,0.46,easy
Email Alerts,forecast,0.57,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,environment,0.61,hard
Email Alerts,continued,0.3,easy
Email Alerts,waning,0.74,hard
Email Alerts,influence,0.13,easy
Email Alerts,total,0.02,easy
Email Alerts,field,0.0,easy
Email Alerts,gradually,0.66,hard
Email Alerts,period,0.01,easy
Email Alerts,wind,0.05,easy
Email Alerts,phi,0.74,hard
Email Alerts,negative,0.29,easy
Email Alerts,summary,0.7,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,field,0.0,easy
Email Alerts,effect,0.0,easy
Email Alerts,forecast,0.57,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,effect,0.0,easy
Email Alerts,quiet,0.04,easy
Email Alerts,product,0.22,easy
Email Alerts,space,0.0,easy
Email Alerts,weather,0.14,easy
Email Alerts,prediction,0.75,hard
Email Alerts,center,0.03,easy
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,moderate,0.46,easy
Email Alerts,produced,0.28,easy
Email Alerts,region,0.45,easy
Email Alerts,slight,0.38,easy
Email Alerts,growth,0.02,easy
Email Alerts,underwent,0.8,hard
Email Alerts,slight,0.38,easy
Email Alerts,growth,0.02,easy
Email Alerts,remains,0.19,easy
Email Alerts,spot,0.1,easy
Email Alerts,visible,0.47,easy
Email Alerts,disk,0.42,easy
Email Alerts,relatively,0.5,easy
Email Alerts,quiet,0.04,easy
Email Alerts,throughout,0.05,easy
Email Alerts,period,0.01,easy
Email Alerts,additional,0.42,easy
Email Alerts,intermediate,0.75,hard
Email Alerts,west,0.1,easy
Email Alerts,starting,0.23,easy
Email Alerts,near,0.01,easy
Email Alerts,associated,0.64,hard
Email Alerts,flare,0.43,easy
Email Alerts,associated,0.64,hard
Email Alerts,west,0.1,easy
Email Alerts,potentially,0.74,hard
Email Alerts,forecast,0.57,hard
Email Alerts,remain,0.2,easy
Email Alerts,likely,0.06,easy
Email Alerts,chance,0.01,easy
Email Alerts,persisting,0.78,hard
Email Alerts,energetic,0.72,hard
Email Alerts,particle,0.71,hard
Email Alerts,summary,0.7,hard
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,flux,0.46,easy
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,flux,0.46,easy
Email Alerts,forecast,0.57,hard
Email Alerts,slight,0.38,easy
Email Alerts,chance,0.01,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,storm,0.38,easy
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,throughout,0.05,easy
Email Alerts,period,0.01,easy
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,environment,0.61,hard
Email Alerts,total,0.02,easy
Email Alerts,field,0.0,easy
Email Alerts,strength,0.05,easy
Email Alerts,southward,0.71,hard
Email Alerts,wind,0.05,easy
Email Alerts,phi,0.74,hard
Email Alerts,mostly,0.22,easy
Email Alerts,positive,0.23,easy
Email Alerts,orientation,0.68,hard
Email Alerts,forecast,0.57,hard
Email Alerts,weak,0.21,easy
Email Alerts,interaction,0.69,hard
Email Alerts,decreasing,0.75,hard
Email Alerts,weak,0.21,easy
Email Alerts,mostly,0.22,easy
Email Alerts,nominal,0.64,hard
Email Alerts,solar,0.73,hard
Email Alerts,position,0.0,easy
Email Alerts,summary,0.7,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,field,0.0,easy
Email Alerts,forecast,0.57,hard
Email Alerts,unsettled,0.72,hard
Email Alerts,still,0.0,easy
Email Alerts,likely,0.06,easy
Email Alerts,influence,0.13,easy
Email Alerts,quiet,0.04,easy
Email Alerts,product,0.22,easy
Email Alerts,space,0.0,easy
Email Alerts,weather,0.14,easy
Email Alerts,prediction,0.75,hard
Email Alerts,center,0.03,easy
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,additional,0.42,easy
Email Alerts,first,0.0,easy
Email Alerts,second,0.0,easy
Email Alerts,event,0.05,easy
Email Alerts,flare,0.43,easy
Email Alerts,beyond,0.05,easy
Email Alerts,along,0.0,easy
Email Alerts,associated,0.64,hard
Email Alerts,shortly,0.52,easy
Email Alerts,following,0.03,easy
Email Alerts,second,0.0,easy
Email Alerts,coronal,0.76,hard
Email Alerts,imagery,0.69,hard
Email Alerts,first,0.0,easy
Email Alerts,limited,0.19,easy
Email Alerts,time,0.0,easy
Email Alerts,analysis,0.41,easy
Email Alerts,becomes,0.02,easy
Email Alerts,component,0.65,hard
Email Alerts,region,0.45,easy
Email Alerts,responsible,0.18,easy
Email Alerts,several,0.0,easy
Email Alerts,made,0.0,easy
Email Alerts,way,0.0,easy
Email Alerts,towards,0.19,easy
Email Alerts,west,0.1,easy
Email Alerts,limb,0.62,hard
Email Alerts,development,0.01,easy
Email Alerts,intermediate,0.75,hard
Email Alerts,peripheral,0.76,hard
Email Alerts,near,0.01,easy
Email Alerts,large,0.0,easy
Email Alerts,trailing,0.73,hard
Email Alerts,responsible,0.18,easy
Email Alerts,period,0.01,easy
Email Alerts,new,0.0,easy
Email Alerts,formed,0.41,easy
Email Alerts,showing,0.12,easy
Email Alerts,little,0.0,easy
Email Alerts,change,0.0,easy
Email Alerts,pending,0.71,hard
Email Alerts,coronagraph,0.82,hard
Email Alerts,imagery,0.69,hard
Email Alerts,forecast,0.57,hard
Email Alerts,solar,0.73,hard
Email Alerts,low,0.0,easy
Email Alerts,likely,0.06,easy
Email Alerts,chance,0.01,easy
Email Alerts,energetic,0.72,hard
Email Alerts,particle,0.71,hard
Email Alerts,summary,0.7,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,flux,0.46,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,flux,0.46,easy
Email Alerts,forecast,0.57,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,flux,0.46,easy
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,reflected,0.64,hard
Email Alerts,weak,0.21,easy
Email Alerts,negative,0.29,easy
Email Alerts,influence,0.13,easy
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,ranged,0.71,hard
Email Alerts,total,0.02,easy
Email Alerts,field,0.0,easy
Email Alerts,primarily,0.59,hard
Email Alerts,predominantly,0.81,hard
Email Alerts,negative,0.29,easy
Email Alerts,forecast,0.57,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,slightly,0.1,easy
Email Alerts,position,0.0,easy
Email Alerts,ambient,0.79,hard
Email Alerts,summary,0.7,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,field,0.0,easy
Email Alerts,forecast,0.57,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,isolated,0.57,hard
Email Alerts,active,0.11,easy
Email Alerts,influence,0.13,easy
Email Alerts,mostly,0.22,easy
Email Alerts,quiet,0.04,easy
Email Alerts,position,0.0,easy
Email Alerts,product,0.22,easy
Email Alerts,space,0.0,easy
Email Alerts,weather,0.14,easy
Email Alerts,prediction,0.75,hard
Email Alerts,center,0.03,easy
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,high,0.0,easy
Email Alerts,flare,0.43,easy
Email Alerts,associated,0.64,hard
Email Alerts,type,0.0,easy
Email Alerts,asymmetric,0.78,hard
Email Alerts,halo,0.72,hard
Email Alerts,first,0.0,easy
Email Alerts,visible,0.47,easy
Email Alerts,source,0.05,easy
Email Alerts,region,0.45,easy
Email Alerts,earth,0.0,easy
Email Alerts,however,0.0,easy
Email Alerts,flanking,0.78,hard
Email Alerts,event,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,region,0.45,easy
Email Alerts,responsible,0.18,easy
Email Alerts,several,0.0,easy
Email Alerts,period,0.01,easy
Email Alerts,spotted,0.71,hard
Email Alerts,unremarkable,0.8,hard
Email Alerts,forecast,0.57,hard
Email Alerts,solar,0.73,hard
Email Alerts,flare,0.43,easy
Email Alerts,chance,0.01,easy
Email Alerts,magnetically,0.82,hard
Email Alerts,complex,0.02,easy
Email Alerts,disk,0.42,easy
Email Alerts,region,0.45,easy
Email Alerts,formerly,0.71,hard
Email Alerts,responsible,0.18,easy
Email Alerts,four,0.0,easy
Email Alerts,last,0.0,easy
Email Alerts,transit,0.59,hard
Email Alerts,energetic,0.72,hard
Email Alerts,particle,0.71,hard
Email Alerts,summary,0.7,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,flux,0.46,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,flux,0.46,easy
Email Alerts,near,0.01,easy
Email Alerts,background,0.04,easy
Email Alerts,forecast,0.57,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,become,0.0,easy
Email Alerts,slightly,0.1,easy
Email Alerts,enhanced,0.7,hard
Email Alerts,weak,0.21,easy
Email Alerts,positive,0.23,easy
Email Alerts,total,0.02,easy
Email Alerts,magnetic,0.65,hard
Email Alerts,field,0.0,easy
Email Alerts,wind,0.05,easy
Email Alerts,rose,0.11,easy
Email Alerts,around,0.0,easy
Email Alerts,phi,0.74,hard
Email Alerts,angle,0.19,easy
Email Alerts,positive,0.23,easy
Email Alerts,sector,0.55,hard
Email Alerts,forecast,0.57,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,slightly,0.1,easy
Email Alerts,enhanced,0.7,hard
Email Alerts,nominal,0.64,hard
Email Alerts,summary,0.7,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,field,0.0,easy
Email Alerts,forecast,0.57,hard
Email Alerts,quiet,0.04,easy
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,product,0.22,easy
Email Alerts,space,0.0,easy
Email Alerts,weather,0.14,easy
Email Alerts,prediction,0.75,hard
Email Alerts,center,0.03,easy
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,multiple,0.19,easy
Email Alerts,associated,0.64,hard
Email Alerts,activity,0.36,easy
Email Alerts,near,0.01,easy
Email Alerts,rotated,0.78,hard
Email Alerts,beyond,0.05,easy
Email Alerts,associated,0.64,hard
Email Alerts,flare,0.43,easy
Email Alerts,activity,0.36,easy
Email Alerts,multiple,0.19,easy
Email Alerts,sun,0.09,easy
Email Alerts,westward,0.7,hard
Email Alerts,recently,0.18,easy
Email Alerts,mostly,0.22,easy
Email Alerts,quiet,0.04,easy
Email Alerts,throughout,0.05,easy
Email Alerts,period,0.01,easy
Email Alerts,spotted,0.71,hard
Email Alerts,stable,0.51,easy
Email Alerts,quiet,0.04,easy
Email Alerts,forecast,0.57,hard
Email Alerts,solar,0.73,hard
Email Alerts,low,0.0,easy
Email Alerts,chance,0.01,easy
Email Alerts,primarily,0.59,hard
Email Alerts,eruptive,0.73,hard
Email Alerts,beyond,0.05,easy
Email Alerts,energetic,0.72,hard
Email Alerts,particle,0.71,hard
Email Alerts,summary,0.7,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,flux,0.46,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,flux,0.46,easy
Email Alerts,slight,0.38,easy
Email Alerts,background,0.04,easy
Email Alerts,activity,0.36,easy
Email Alerts,old,0.0,easy
Email Alerts,region,0.45,easy
Email Alerts,forecast,0.57,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,elevated,0.72,hard
Email Alerts,background,0.04,easy
Email Alerts,next,0.0,easy
Email Alerts,day,0.0,easy
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,enhanced,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,decline,0.34,easy
Email Alerts,ranged,0.71,hard
Email Alerts,total,0.02,easy
Email Alerts,magnetic,0.65,hard
Email Alerts,field,0.0,easy
Email Alerts,strength,0.05,easy
Email Alerts,steadily,0.65,hard
Email Alerts,decline,0.34,easy
Email Alerts,period,0.01,easy
Email Alerts,phi,0.74,hard
Email Alerts,angle,0.19,easy
Email Alerts,positive,0.23,easy
Email Alerts,sector,0.55,hard
Email Alerts,forecast,0.57,hard
Email Alerts,enhanced,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,field,0.0,easy
Email Alerts,forecast,0.57,hard
Email Alerts,product,0.22,easy
Email Alerts,space,0.0,easy
Email Alerts,weather,0.14,easy
Email Alerts,prediction,0.75,hard
Email Alerts,center,0.03,easy
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,responsible,0.18,easy
Email Alerts,flare,0.43,easy
Email Alerts,magnetic,0.65,hard
Email Alerts,configuration,0.75,hard
Email Alerts,latter,0.26,easy
Email Alerts,mixed,0.23,easy
Email Alerts,intermediate,0.75,hard
Email Alerts,penumbra,0.76,hard
Email Alerts,period,0.01,easy
Email Alerts,new,0.0,easy
Email Alerts,noted,0.39,easy
Email Alerts,went,0.0,easy
Email Alerts,await,0.69,hard
Email Alerts,observatory,0.82,hard
Email Alerts,coronagraph,0.82,hard
Email Alerts,imagery,0.69,hard
Email Alerts,likely,0.06,easy
Email Alerts,greater,0.1,easy
Email Alerts,energetic,0.72,hard
Email Alerts,particle,0.71,hard
Email Alerts,summary,0.7,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,flux,0.46,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,flux,0.46,easy
Email Alerts,forecast,0.57,hard
Email Alerts,greater,0.1,easy
Email Alerts,electron,0.71,hard
Email Alerts,slight,0.38,easy
Email Alerts,chance,0.01,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,negative,0.29,easy
Email Alerts,mildly,0.67,hard
Email Alerts,enhanced,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,period,0.01,easy
Email Alerts,total,0.02,easy
Email Alerts,field,0.0,easy
Email Alerts,strength,0.05,easy
Email Alerts,underwent,0.8,hard
Email Alerts,several,0.0,easy
Email Alerts,sustained,0.67,hard
Email Alerts,southward,0.71,hard
Email Alerts,latter,0.26,easy
Email Alerts,period,0.01,easy
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,ranged,0.71,hard
Email Alerts,phi,0.74,hard
Email Alerts,predominantly,0.81,hard
Email Alerts,negative,0.29,easy
Email Alerts,solar,0.73,hard
Email Alerts,sector,0.55,hard
Email Alerts,forecast,0.57,hard
Email Alerts,negative,0.29,easy
Email Alerts,summary,0.7,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,field,0.0,easy
Email Alerts,quiet,0.04,easy
Email Alerts,unsettled,0.72,hard
Email Alerts,active,0.11,easy
Email Alerts,period,0.01,easy
Email Alerts,forecast,0.57,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,effect,0.0,easy
Email Alerts,continue,0.08,easy
Email Alerts,product,0.22,easy
Email Alerts,space,0.0,easy
Email Alerts,weather,0.14,easy
Email Alerts,prediction,0.75,hard
Email Alerts,center,0.03,easy
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,flare,0.43,easy
Email Alerts,activity,0.36,easy
Email Alerts,flare,0.43,easy
Email Alerts,flare,0.43,easy
Email Alerts,emission,0.62,hard
Email Alerts,associated,0.64,hard
Email Alerts,disk,0.42,easy
Email Alerts,determined,0.21,easy
Email Alerts,orbit,0.63,hard
Email Alerts,glancing,0.76,hard
Email Alerts,influence,0.13,easy
Email Alerts,complex,0.02,easy
Email Alerts,disk,0.42,easy
Email Alerts,responsible,0.18,easy
Email Alerts,flare,0.43,easy
Email Alerts,flux,0.46,easy
Email Alerts,emergence,0.7,hard
Email Alerts,region,0.45,easy
Email Alerts,fairly,0.21,easy
Email Alerts,quiet,0.04,easy
Email Alerts,forecast,0.57,hard
Email Alerts,solar,0.73,hard
Email Alerts,low,0.0,easy
Email Alerts,isolated,0.57,hard
Email Alerts,activity,0.36,easy
Email Alerts,chance,0.01,easy
Email Alerts,activity,0.36,easy
Email Alerts,energetic,0.72,hard
Email Alerts,particle,0.71,hard
Email Alerts,summary,0.7,hard
Email Alerts,electron,0.71,hard
Email Alerts,orbit,0.63,hard
Email Alerts,period,0.01,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,flux,0.46,easy
Email Alerts,forecast,0.57,hard
Email Alerts,northern,0.62,hard
Email Alerts,hemisphere,0.68,hard
Email Alerts,could,0.0,easy
Email Alerts,increase,0.01,easy
Email Alerts,electron,0.71,hard
Email Alerts,flux,0.46,easy
Email Alerts,threshold,0.65,hard
Email Alerts,active,0.11,easy
Email Alerts,western,0.47,easy
Email Alerts,hemisphere,0.68,hard
Email Alerts,magnetic,0.65,hard
Email Alerts,complexity,0.6,hard
Email Alerts,reducing,0.68,hard
Email Alerts,proton,0.76,hard
Email Alerts,therefore,0.11,easy
Email Alerts,greater,0.1,easy
Email Alerts,proton,0.76,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,enhanced,0.7,hard
Email Alerts,throughout,0.05,easy
Email Alerts,day,0.0,easy
Email Alerts,weak,0.21,easy
Email Alerts,glancing,0.76,hard
Email Alerts,blow,0.02,easy
Email Alerts,left,0.0,easy
Email Alerts,total,0.02,easy
Email Alerts,interplanetary,0.83,hard
Email Alerts,magnetic,0.65,hard
Email Alerts,field,0.0,easy
Email Alerts,sustaining,0.78,hard
Email Alerts,southward,0.71,hard
Email Alerts,direction,0.01,easy
Email Alerts,northward,0.72,hard
Email Alerts,mostly,0.22,easy
Email Alerts,south,0.12,easy
Email Alerts,thereafter,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,wind,0.05,easy
Email Alerts,phi,0.74,hard
Email Alerts,angle,0.19,easy
Email Alerts,negative,0.29,easy
Email Alerts,towards,0.19,easy
Email Alerts,sun,0.09,easy
Email Alerts,orientation,0.68,hard
Email Alerts,positive,0.23,easy
Email Alerts,polarity,0.79,hard
Email Alerts,coronal,0.76,hard
Email Alerts,enhancement,0.76,hard
Email Alerts,time,0.0,easy
Email Alerts,waning,0.74,hard
Email Alerts,towards,0.19,easy
Email Alerts,nominal,0.64,hard
Email Alerts,summary,0.7,hard
Email Alerts,geomagnetic,0.84,hard
Email Alerts,field,0.0,easy
Email Alerts,forecast,0.57,hard
Email Alerts,active,0.11,easy
Email Alerts,early,0.0,easy
Email Alerts,geomagnetic,0.84,hard
Email Alerts,towards,0.19,easy
Email Alerts,wane,0.68,hard
Email Alerts,weak,0.21,easy
Email Alerts,northern,0.62,hard
Email Alerts,late,0.0,easy
Email Alerts,next,0.0,easy
Email Alerts,coronal,0.76,hard
Email Alerts,position,0.0,easy
Email Alerts,polarity,0.79,hard
Email Alerts,minimal,0.71,hard
Email Alerts,quiet,0.04,easy
Email Alerts,thereafter,0.7,hard
Email Alerts,product,0.22,easy
Email Alerts,space,0.0,easy
Email Alerts,weather,0.14,easy
Email Alerts,prediction,0.75,hard
Email Alerts,center,0.03,easy
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,summary,0.7,hard
Email Alerts,solar,0.73,hard
Email Alerts,activity,0.36,easy
Email Alerts,region,0.45,easy
Email Alerts,produced,0.28,easy
Email Alerts,activity,0.36,easy
Email Alerts,region,0.45,easy
Email Alerts,quickly,0.1,easy
Email Alerts,complexity,0.6,hard
Email Alerts,activity,0.36,easy
Email Alerts,stable,0.51,easy
Email Alerts,directed,0.13,easy
