year,month,day,0000,0300,0600,0900,1200,1500,1800,2100,Date_Number
2022,08,06,1,1,1,1,1,1,1,2,20220806
2022,08,07,1,2,3,4,4,4,4,6,20220807
2022,08,08,5,5,5,4,3,3,4,4,20220808
2022,08,09,3,4,3,4,4,4,3,2,20220809
2022,08,10,2,3,2,2,3,3,3,3,20220810
2022,08,11,2,2,2,3,3,4,4,3,20220811
2022,08,12,3,1,2,3,2,1,1,1,20220812
2022,08,13,2,2,3,3,3,2,2,2,20220813
2022,08,14,3,2,2,2,2,1,1,1,20220814
2022,08,15,1,2,2,2,2,2,1,1,20220815
2022,08,16,1,2,1,2,1,1,0,2,20220816
2022,08,17,2,3,2,3,2,4,6,6,20220817
2022,08,18,3,2,3,3,5,5,4,5,20220818
2022,08,19,3,3,2,2,2,4,5,4,20220819
2022,08,20,4,3,3,2,1,1,3,4,20220820
2022,08,21,3,2,2,3,3,4,3,2,20220821
2022,08,22,3,3,2,2,2,1,2,1,20220822
2022,08,23,1,1,1,1,1,0,0,2,20220823
2022,08,24,1,0,1,1,1,1,0,1,20220824
2022,08,25,1,1,2,2,2,1,1,2,20220825
2022,08,26,1,2,1,1,1,1,1,2,20220826
2022,08,27,2,1,2,4,4,3,3,3,20220827
2022,08,28,2,1,2,3,2,2,2,1,20220828
2022,08,29,2,4,3,3,3,2,3,1,20220829
2022,08,30,2,4,2,3,2,2,2,3,20220830
2022,08,31,3,3,2,3,2,2,2,4,20220831
2022,09,01,2,4,2,2,2,2,1,1,20220901
2022,09,02,2,1,2,2,2,1,1,4,20220902
2022,09,03,5,3,4,4,4,3,3,4,20220903
2022,09,04,5,6,6,6,5,6,4,5,20220904
2022,09,05,5,5,4,5,3,4,4,4,20220905
2022,09,06,4,4,3,3,3,3,4,4,20220906
2022,09,07,3,2,3,3,3,4,3,1,20220907
2022,09,08,3,4,4,3,3,3,3,4,20220908
2022,09,09,4,2,3,4,3,2,1,2,20220909
2022,09,10,3,2,3,2,3,3,3,2,20220910
2022,09,11,3,2,1,2,2,3,2,1,20220911
2022,09,12,3,3,3,2,2,1,2,1,20220912
2022,09,13,0,0,2,1,1,1,0,1,20220913
2022,09,14,1,0,2,2,2,2,3,4,20220914
2022,09,15,4,1,1,1,1,2,1,1,20220915
2022,09,16,1,2,1,2,1,1,0,1,20220916
2022,09,17,1,1,1,1,2,1,0,2,20220917
2022,09,18,2,2,3,3,3,2,2,2,20220918
2022,09,19,3,1,1,3,3,3,2,3,20220919
2022,09,20,2,2,1,2,2,2,3,2,20220920
2022,09,21,2,1,2,2,1,1,0,2,20220921
2022,09,22,0,1,1,1,2,2,1,3,20220922
2022,09,23,3,1,3,3,3,3,2,3,20220923
2022,09,24,2,4,2,3,3,3,3,3,20220924
2022,09,25,2,2,2,2,2,1,0,2,20220925
2022,09,26,2,1,0,1,1,1,1,3,20220926
2022,09,27,6,4,2,4,3,3,3,3,20220927
2022,09,28,2,1,1,1,1,1,2,1,20220928
2022,09,29,1,1,3,2,2,2,1,1,20220929
2022,09,30,3,4,4,3,3,2,1,1,20220930
2022,10,01,0.67,0.33,0.33,0.67,0.00,1.33,1.00,0.67,20221001
2022,10,02,2.33,2.00,1.00,2.33,2.00,2.67,2.00,4.67,20221002
2022,10,03,4.00,3.33,3.00,1.67,4.33,3.67,5.33,3.33,20221003
2022,10,04,3.00,3.67,4.00,2.67,1.33,1.67,4.00,2.67,20221004
2022,10,05,2.67,3.33,3.00,2.00,2.33,2.67,3.67,3.33,20221005
2022,10,06,2.67,2.67,3.67,2.33,3.33,3.33,4.33,3.67,20221006
2022,10,07,3.67,4.00,3.33,2.67,3.00,3.33,1.33,1.00,20221007
2022,10,08,1.67,3.00,3.33,2.00,3.33,3.00,2.67,2.00,20221008
2022,10,09,4.33,3.67,4.00,3.67,3.67,4.00,3.67,3.67,20221009
2022,10,10,2.67,3.33,2.00,3.33,1.33,1.67,1.67,2.33,20221010
2022,10,11,3.33,2.00,1.33,1.67,1.33,1.33,1.33,2.00,20221011
2022,10,12,1.33,0.67,0.67,1.33,2.33,1.00,2.33,1.67,20221012
2022,10,13,1.67,1.00,1.33,0.67,1.33,0.67,1.33,1.67,20221013
2022,10,14,2.33,2.67,4.33,4.00,4.33,2.67,1.33,2.67,20221014
2022,10,15,5.00,3.00,2.00,3.33,1.67,3.00,4.00,2.00,20221015
2022,10,16,3.00,1.67,2.33,4.33,4.00,3.00,1.67,3.33,20221016
2022,10,17,1.67,1.00,0.67,1.00,1.67,3.00,0.67,1.00,20221017
2022,10,18,1.00,0.67,1.33,1.67,1.33,2.33,1.67,2.33,20221018
2022,10,19,1.67,1.67,1.33,1.33,1.00,0.33,1.00,1.33,20221019
2022,10,20,0.67,0.67,1.33,2.33,3.00,1.67,1.33,2.67,20221020
2022,10,21,1.33,1.00,1.33,1.67,0.33,1.00,1.67,1.33,20221021
2022,10,22,2.33,2.33,3.00,4.67,3.67,5.33,5.00,3.00,20221022
2022,10,23,3.00,2.33,2.33,1.33,1.67,4.00,4.33,4.00,20221023
2022,10,24,3.00,2.67,2.33,1.67,2.00,0.67,1.00,1.33,20221024
2022,10,25,1.33,1.00,1.33,1.67,1.00,2.00,0.33,0.67,20221025
2022,10,26,0.67,0.67,0.33,1.00,1.00,1.33,1.67,3.00,20221026
2022,10,27,2.33,1.67,2.00,2.67,3.00,2.67,2.00,2.00,20221027
2022,10,28,2.00,2.67,2.67,2.67,2.33,4.33,3.00,4.33,20221028
2022,10,29,4.00,3.67,5.00,4.67,3.67,3.33,3.00,3.33,20221029
2022,10,30,2.33,3.00,2.33,3.67,2.67,2.33,2.67,2.33,20221030
2022,10,31,2.33,3.00,2.67,2.67,2.00,3.33,2.33,1.67,20221031
2022,11,01,1.33,0.67,3.67,2.67,2.00,0.67,1.67,1.67,20221101
2022,11,02,2.67,3.67,2.67,2.33,2.67,3.67,3.00,2.00,20221102
2022,11,03,3.00,1.67,3.67,4.00,4.67,5.00,3.67,4.33,20221103
2022,11,04,4.00,3.67,3.33,3.33,2.67,2.67,2.00,2.33,20221104
2022,11,05,3.33,3.33,2.33,3.00,2.00,1.67,1.00,0.67,20221105
2022,11,06,1.00,0.67,1.67,1.00,0.33,0.67,0.67,1.00,20221106
2022,11,07,1.00,1.33,2.00,3.33,4.33,4.67,4.33,2.67,20221107
2022,11,08,2.33,3.00,3.67,3.00,3.00,1.67,1.33,1.33,20221108
2022,11,09,3.00,3.33,2.67,1.67,1.00,0.33,0.33,0.00,20221109
2022,11,10,0.33,0.33,0.33,0.67,0.33,0.33,0.67,0.33,20221110
2022,11,11,0.67,1.33,2.67,2.00,2.33,3.00,2.33,2.67,20221111
2022,11,12,3.00,2.33,2.00,1.33,0.33,0.67,0.33,0.00,20221112
2022,11,13,0.67,3.00,1.00,1.33,2.00,2.00,2.00,1.33,20221113
2022,11,14,1.00,0.33,1.67,2.00,1.33,0.67,1.00,0.00,20221114
2022,11,15,0.33,1.33,0.33,0.33,0.33,0.67,0.33,0.00,20221115
2022,11,16,0.33,0.00,0.00,0.33,0.33,1.00,1.33,0.67,20221116
2022,11,17,0.00,1.00,0.33,0.67,0.67,0.33,0.67,0.33,20221117
2022,11,18,0.33,0.33,0.67,1.00,1.67,1.67,3.00,3.00,20221118
2022,11,19,2.33,0.33,1.33,1.33,1.33,0.67,1.00,1.00,20221119
2022,11,20,1.00,0.33,0.33,0.67,1.00,2.00,3.00,2.33,20221120
2022,11,21,3.67,3.67,2.33,2.00,2.00,1.67,1.33,1.33,20221121
2022,11,22,1.00,0.67,1.00,0.67,0.67,1.33,0.67,0.00,20221122
2022,11,23,0.00,0.33,0.67,0.33,1.00,1.00,1.33,0.67,20221123
2022,11,24,1.67,2.00,2.00,0.67,1.67,1.00,1.67,2.67,20221124
2022,11,25,2.33,3.67,4.33,3.33,3.33,3.00,3.33,4.00,20221125
2022,11,26,3.67,3.00,3.67,2.33,3.33,3.00,3.00,3.00,20221126
2022,11,27,3.00,3.33,2.33,2.00,3.33,2.67,4.00,3.00,20221127
2022,11,28,4.67,5.33,3.33,2.67,1.33,1.33,4.33,4.00,20221128
2022,11,29,4.33,3.33,3.67,3.67,4.00,4.67,3.67,3.00,20221129
2022,11,30,3.33,3.33,2.67,4.33,4.00,3.00,5.00,3.33,20221130
2022,12,01,3.00,5.00,4.33,3.67,4.33,4.33,3.67,3.67,20221201
2022,12,02,3.33,3.67,3.33,2.67,3.00,3.33,2.67,2.67,20221202
2022,12,03,2.67,3.33,2.33,2.67,1.67,2.67,2.00,1.33,20221203
2022,12,04,2.00,2.00,1.33,2.33,3.33,4.33,4.00,4.00,20221204
2022,12,05,1.00,2.33,2.67,1.67,3.00,2.00,1.33,0.67,20221205
2022,12,06,0.67,1.67,1.00,1.00,1.00,1.00,0.67,0.67,20221206
2022,12,07,1.00,1.33,0.67,3.00,5.00,4.33,3.33,3.00,20221207
2022,12,08,2.00,3.00,2.33,1.67,1.33,1.33,2.67,4.00,20221208
2022,12,09,4.33,2.33,2.00,3.00,1.67,1.67,2.00,1.33,20221209
2022,12,10,3.33,2.00,1.00,2.67,1.00,2.00,2.33,1.67,20221210
2022,12,11,2.33,2.67,2.00,1.67,1.33,3.33,1.33,3.00,20221211
2022,12,12,2.67,1.67,0.67,0.67,0.67,1.33,1.33,2.00,20221212
2022,12,13,2.67,0.33,0.33,0.67,1.00,1.33,0.67,1.00,20221213
2022,12,14,0.33,1.00,0.67,0.33,0.67,1.67,2.00,2.00,20221214
2022,12,15,1.33,2.00,2.00,1.33,1.33,1.33,1.33,1.00,20221215
2022,12,16,2.33,2.33,2.33,2.33,2.67,3.00,2.67,2.33,20221216
2022,12,17,2.33,2.33,0.33,0.67,0.67,0.33,0.67,0.33,20221217
2022,12,18,0.67,0.00,0.33,1.33,1.00,0.67,1.33,2.00,20221218
2022,12,19,2.33,4.00,3.33,1.67,1.67,1.67,2.00,1.67,20221219
2022,12,20,1.67,1.00,1.33,1.00,0.67,1.67,2.00,2.67,20221220
2022,12,21,1.67,1.33,3.00,2.33,2.00,3.33,1.67,1.33,20221221
2022,12,22,1.00,0.33,1.67,2.00,3.00,3.67,3.67,3.00,20221222
2022,12,23,4.00,2.33,3.67,3.33,4.67,4.00,2.33,4.67,20221223
2022,12,24,3.33,4.33,4.00,3.67,3.00,4.33,3.67,3.33,20221224
2022,12,25,3.00,3.33,1.67,1.33,2.00,2.00,1.67,3.00,20221225
2022,12,26,3.00,2.33,3.00,4.33,5.00,4.67,2.00,2.33,20221226
2022,12,27,4.00,4.33,4.67,4.00,4.00,4.33,2.67,1.67,20221227
2022,12,28,2.67,2.00,1.67,0.67,1.00,0.67,0.67,1.33,20221228
2022,12,29,0.67,0.67,1.67,1.67,3.00,3.00,3.00,4.00,20221229
2022,12,30,5.00,3.67,3.67,3.67,5.00,4.67,4.33,3.33,20221230
2022,12,31,3.33,3.33,2.67,2.00,3.00,2.33,3.33,4.00,20221231
2023,01,01,2.33,2.67,2.33,3.00,2.00,3.00,3.33,4.00,20230101
2023,01,02,2.67,1.67,1.33,1.67,1.33,1.33,1.67,3.00,20230102
2023,01,03,1.67,0.67,1.33,1.00,0.67,2.00,2.33,3.00,20230103
2023,01,04,4.00,4.67,5.00,3.67,3.00,2.33,2.00,1.00,20230104
2023,01,05,0.33,1.00,1.33,1.00,3.00,2.67,2.33,2.67,20230105
2023,01,06,1.67,0.33,1.00,0.67,1.00,0.67,1.67,1.67,20230106
2023,01,07,1.33,2.67,1.00,0.67,0.67,2.67,2.00,1.33,20230107
2023,01,08,2.33,2.33,2.00,1.33,3.33,1.67,1.33,0.67,20230108
2023,01,09,2.00,0.67,1.00,1.00,1.00,2.00,2.33,1.33,20230109
2023,01,10,1.00,0.67,1.00,0.67,2.00,3.00,2.00,2.33,20230110
2023,01,11,2.00,2.67,2.33,2.33,2.00,2.33,2.33,2.67,20230111
2023,01,12,3.00,1.67,2.67,1.67,2.00,2.33,2.00,2.33,20230112
2023,01,13,2.67,2.00,2.33,2.33,2.00,1.67,3.33,4.00,20230113
2023,01,14,3.67,3.67,2.33,1.33,0.67,1.00,2.00,3.33,20230114
2023,01,15,5.00,4.00,4.00,3.67,3.67,3.33,4.00,5.00,20230115
2023,01,16,4.00,1.67,3.00,3.33,3.00,3.33,1.67,1.33,20230116
2023,01,17,0.67,1.67,1.67,1.00,1.00,0.33,0.33,3.67,20230117
2023,01,18,4.00,4.00,3.33,3.00,2.67,3.00,1.67,0.67,20230118
2023,01,19,0.33,1.33,3.00,2.67,2.67,0.67,0.67,1.00,20230119
2023,01,20,1.00,1.00,0.00,0.67,1.67,3.00,2.00,1.67,20230120
2023,01,21,3.00,4.33,3.67,2.00,2.67,2.67,3.33,3.00,20230121
2023,01,22,2.00,1.67,2.33,2.33,2.00,2.33,3.33,2.00,20230122
2023,01,23,0.67,2.00,1.00,0.67,3.00,2.00,2.00,2.67,20230123
2023,01,24,1.33,0.67,1.00,1.33,1.67,1.33,1.00,0.33,20230124
2023,01,25,0.67,0.67,0.33,2.33,3.00,2.67,2.00,1.33,20230125
2023,01,26,1.67,3.00,3.00,2.33,3.00,2.67,2.33,1.33,20230126
2023,01,27,1.00,0.67,1.67,2.67,2.67,3.00,2.00,2.67,20230127
2023,01,28,3.33,2.67,2.00,1.33,2.33,2.33,3.00,1.67,20230128
2023,01,29,1.00,0.33,2.00,1.67,1.00,2.00,1.33,1.33,20230129
2023,01,30,1.67,0.33,1.00,1.33,0.67,0.67,1.33,2.67,20230130
2023,01,31,0.67,2.33,3.00,2.00,0.67,3.33,2.33,2.00,20230131
2023,02,01,1.67,0.33,0.67,0.67,1.00,1.33,3.00,2.67,20230201
2023,02,02,3.67,1.67,0.67,1.00,0.67,0.33,1.00,1.00,20230202
2023,02,03,2.67,1.67,0.67,0.67,2.00,3.33,3.00,2.00,20230203
2023,02,04,2.67,3.00,1.00,0.67,1.00,1.00,0.67,1.33,20230204
2023,02,05,0.67,2.33,0.33,1.33,1.00,1.00,1.67,2.00,20230205
2023,02,06,3.67,3.67,2.67,3.33,3.00,2.00,3.67,3.67,20230206
2023,02,07,4.00,4.00,3.33,3.67,3.33,3.00,3.00,3.00,20230207
2023,02,08,3.33,3.67,2.67,3.67,3.33,2.67,3.33,3.33,20230208
2023,02,09,3.33,4.00,3.33,3.00,2.67,3.33,3.33,4.67,20230209
2023,02,10,4.00,2.67,2.67,2.67,3.00,2.00,3.00,4.00,20230210
2023,02,11,4.00,3.33,2.00,2.67,2.33,1.00,1.33,0.67,20230211
2023,02,12,2.00,2.67,2.00,2.00,1.67,1.33,2.33,1.67,20230212
2023,02,13,1.33,0.33,0.67,1.33,2.00,1.00,1.33,0.67,20230213
2023,02,14,2.67,0.67,3.00,2.33,1.00,1.33,1.00,2.33,20230214
2023,02,15,3.00,4.00,5.33,4.67,3.00,4.33,3.33,4.33,20230215
2023,02,16,3.00,3.00,5.00,4.33,4.33,4.67,1.67,2.00,20230216
2023,02,17,1.67,3.00,2.00,1.33,1.67,1.00,1.67,0.33,20230217
2023,02,18,1.00,2.33,0.67,1.33,2.00,1.33,2.33,2.33,20230218
2023,02,19,3.00,0.67,1.00,1.00,2.33,1.33,2.00,1.67,20230219
2023,02,20,1.00,0.67,2.00,2.67,2.33,2.33,2.67,2.00,20230220
2023,02,21,3.33,3.33,3.33,4.33,4.00,2.00,1.67,1.67,20230221
2023,02,22,1.67,0.67,1.33,2.00,2.00,2.00,2.00,2.33,20230222
2023,02,23,4.67,3.67,3.00,3.00,2.67,3.67,3.67,4.00,20230223
2023,02,24,3.00,1.33,2.00,1.00,1.67,0.33,0.67,0.67,20230224
2023,02,25,0.67,0.67,2.00,2.33,1.67,3.00,3.00,3.33,20230225
2023,02,26,3.33,2.67,3.33,3.67,3.00,1.33,5.00,5.67,20230226
2023,02,27,5.00,6.00,6.67,7.00,6.67,6.67,6.33,5.67,20230227
2023,02,28,5.67,4.67,3.33,3.33,2.00,2.00,4.33,4.33,20230228
2023,03,01,3.33,1.67,1.33,2.67,0.67,1.33,2.33,2.33,20230301
2023,03,02,1.33,1.67,2.33,2.33,1.33,1.67,2.67,3.67,20230302
2023,03,03,3.67,3.67,3.33,3.67,3.67,2.00,4.33,4.33,20230303
2023,03,04,3.67,3.00,3.00,3.00,2.00,2.67,3.00,3.67,20230304
2023,03,05,3.67,3.33,3.67,3.00,4.00,3.33,4.00,4.00,20230305
2023,03,06,4.00,3.00,2.33,2.33,2.67,3.00,2.67,3.67,20230306
2023,03,07,2.67,3.33,3.33,3.00,2.33,1.33,1.33,1.00,20230307
2023,03,08,1.33,2.00,2.00,2.00,1.33,1.33,3.00,2.67,20230308
2023,03,09,2.33,3.33,4.33,3.67,3.33,2.67,2.67,2.33,20230309
2023,03,10,4.00,2.00,2.33,1.00,1.33,2.67,2.33,2.67,20230310
2023,03,11,2.67,2.00,1.33,1.00,1.33,0.67,1.67,2.67,20230311
2023,03,12,2.67,2.00,3.00,2.67,1.33,0.67,1.00,1.00,20230312
2023,03,13,1.33,0.33,0.67,0.67,0.67,1.33,0.67,0.67,20230313
2023,03,14,3.00,3.33,3.00,3.67,3.33,3.00,2.33,4.00,20230314
2023,03,15,3.67,5.67,4.00,3.67,2.67,2.00,2.00,5.67,20230315
2023,03,16,4.33,2.67,1.33,1.33,0.67,0.67,1.00,0.67,20230316
2023,03,17,1.00,1.67,2.00,2.67,2.67,0.67,0.67,2.00,20230317
2023,03,18,2.67,2.67,2.00,2.33,2.33,1.00,2.33,1.33,20230318
2023,03,19,2.00,3.00,3.00,2.00,1.67,2.33,2.67,1.67,20230319
2023,03,20,3.00,1.00,1.00,3.00,3.67,4.00,1.67,2.67,20230320
2023,03,21,3.00,1.33,2.00,2.00,1.33,2.67,1.67,2.33,20230321
2023,03,22,4.00,3.33,3.67,3.67,2.67,2.67,3.33,0.67,20230322
2023,03,23,1.33,1.67,3.67,4.33,7.00,5.00,6.00,7.33,20230323
2023,03,24,6.67,7.67,6.67,4.33,2.33,3.33,4.67,4.33,20230324
2023,03,25,3.00,2.67,4.00,3.67,2.67,2.33,2.67,2.67,20230325
2023,03,26,3.00,2.67,2.00,1.00,1.00,1.33,2.67,1.67,20230326
2023,03,27,1.33,0.67,0.67,0.33,0.33,0.67,1.00,1.33,20230327
2023,03,28,2.33,0.33,1.33,1.00,1.67,1.00,1.00,1.33,20230328
2023,03,29,2.33,0.67,0.67,1.33,1.67,1.33,1.33,2.33,20230329
2023,03,30,3.33,2.33,2.67,3.33,3.00,3.67,4.33,2.67,20230330
2023,03,31,4.33,4.67,3.00,3.67,2.67,2.33,3.00,3.67,20230331
2023,04,01,2.33,1.33,2.00,3.33,3.00,3.00,3.00,3.67,20230401
2023,04,02,4.00,3.67,3.00,3.00,2.33,1.00,2.00,3.33,20230402
2023,04,03,3.67,2.00,2.00,3.00,3.00,2.67,3.67,3.33,20230403
2023,04,04,3.67,3.67,2.33,2.67,2.33,1.00,2.00,3.00,20230404
2023,04,05,3.33,2.67,2.00,2.67,3.00,2.00,2.67,2.00,20230405
2023,04,06,2.33,1.67,1.33,3.00,2.00,1.00,3.33,2.00,20230406
2023,04,07,3.00,2.67,2.00,1.67,2.00,1.00,1.67,1.67,20230407
2023,04,08,1.67,2.33,1.33,2.33,1.33,1.33,0.67,2.00,20230408
2023,04,09,3.00,0.67,1.33,1.33,1.33,1.33,1.00,2.00,20230409
2023,04,10,3.00,3.33,3.67,3.00,3.00,3.00,1.33,1.67,20230410
2023,04,11,1.00,1.33,3.00,1.33,1.33,1.33,1.33,0.67,20230411
2023,04,12,1.00,1.00,1.67,0.67,1.67,1.00,0.67,1.33,20230412
2023,04,13,2.67,2.00,1.00,0.33,1.00,2.00,1.67,1.67,20230413
2023,04,14,2.00,0.67,1.67,2.33,2.67,1.67,1.33,2.33,20230414
2023,04,15,2.67,1.67,2.67,2.33,2.67,1.67,1.33,2.00,20230415
2023,04,16,1.33,1.00,2.00,1.33,1.00,0.33,0.33,1.00,20230416
2023,04,17,1.67,1.33,2.00,2.00,1.33,1.67,0.67,1.33,20230417
2023,04,18,1.00,1.00,0.67,0.67,3.67,4.33,3.67,3.00,20230418
2023,04,19,2.67,1.33,2.00,3.67,4.00,3.00,1.67,1.00,20230419
2023,04,20,1.00,1.33,1.67,0.67,1.67,2.33,0.67,2.00,20230420
2023,04,21,2.67,1.33,1.67,2.00,1.67,2.67,3.00,2.33,20230421
2023,04,22,2.00,3.00,1.67,0.67,1.00,1.33,1.00,2.33,20230422
2023,04,23,2.33,1.67,1.67,3.67,5.00,5.00,8.00,7.67,20230423
2023,04,24,7.00,8.00,6.67,6.33,3.67,3.00,2.00,3.33,20230424
2023,04,25,2.67,1.67,1.33,1.33,2.67,2.33,3.33,2.33,20230425
2023,04,26,2.67,3.33,2.00,2.67,3.33,3.00,3.67,3.00,20230426
2023,04,27,4.33,4.33,3.33,3.33,3.67,4.33,3.00,3.33,20230427
2023,04,28,3.33,4.00,2.67,3.00,3.00,4.00,3.00,3.67,20230428
2023,04,29,3.33,3.33,4.00,4.00,3.67,3.33,3.00,2.67,20230429
2023,04,30,3.00,3.00,3.33,1.67,1.67,1.67,1.00,1.67,20230430
2023,05,01,2.67,1.33,2.67,1.67,1.67,2.00,2.33,3.67,20230501
2023,05,02,3.00,3.00,1.67,3.00,1.67,1.00,1.67,1.00,20230502
2023,05,03,0.33,0.67,0.67,1.00,1.33,1.00,0.67,1.67,20230503
2023,05,04,1.33,1.67,2.33,1.00,1.33,2.00,1.67,2.00,20230504
2023,05,05,2.00,1.33,1.00,1.00,1.00,1.00,0.67,1.33,20230505
2023,05,06,4.67,6.00,3.67,4.33,4.00,3.00,3.00,2.00,20230506
2023,05,07,1.33,2.00,2.00,2.00,2.00,3.67,1.67,2.67,20230507
2023,05,08,4.67,2.00,2.00,1.67,3.33,3.67,2.33,3.33,20230508
2023,05,09,3.67,3.00,1.33,1.67,2.33,2.00,1.33,4.67,20230509
2023,05,10,4.33,5.33,2.33,3.67,5.00,3.33,2.00,3.00,20230510
2023,05,11,3.00,3.00,2.33,1.67,1.67,1.67,1.67,2.67,20230511
2023,05,12,2.33,3.67,3.00,2.33,5.33,3.33,2.33,2.67,20230512
2023,05,13,2.67,2.00,2.33,1.00,1.67,2.33,3.67,4.33,20230513
2023,05,14,1.33,2.00,1.33,0.67,2.00,3.00,2.33,2.33,20230514
2023,05,15,1.00,1.00,1.00,0.33,1.33,1.67,2.67,2.00,20230515
2023,05,16,2.67,2.33,3.00,1.33,1.67,1.33,1.67,1.67,20230516
2023,05,17,1.33,1.33,0.67,1.00,1.00,1.00,1.00,1.00,20230517
2023,05,18,0.67,1.33,0.67,1.00,1.00,0.33,0.67,0.67,20230518
2023,05,19,0.67,0.33,1.00,1.00,1.67,1.67,3.00,4.33,20230519
2023,05,20,5.67,5.67,4.67,4.33,3.67,3.33,3.00,3.33,20230520
2023,05,21,2.67,2.67,2.00,2.00,2.67,4.00,5.67,6.00,20230521
2023,05,22,4.67,3.33,3.00,3.00,3.00,3.00,4.00,4.00,20230522
2023,05,23,2.67,3.00,3.00,2.33,1.00,1.33,3.00,3.67,20230523
2023,05,24,2.67,3.00,1.67,2.33,2.67,2.67,3.00,3.00,20230524
2023,05,25,3.00,2.67,3.00,3.00,2.00,1.67,2.67,2.00,20230525
2023,05,26,2.00,2.00,1.67,1.00,1.33,1.33,1.33,1.67,20230526
2023,05,27,1.00,1.33,1.00,1.00,1.00,1.00,0.67,2.00,20230527
2023,05,28,3.00,3.00,2.67,2.33,3.33,1.33,1.33,1.67,20230528
2023,05,29,0.67,1.00,1.33,1.00,1.00,1.00,1.00,1.67,20230529
2023,05,30,1.00,1.00,1.67,1.33,1.33,0.67,1.33,2.00,20230530
2023,05,31,2.33,1.67,3.00,2.00,1.67,2.67,2.67,3.00,20230531
2023,06,01,3.67,2.67,3.33,2.33,3.33,2.67,2.00,2.33,20230601
2023,06,02,2.00,1.67,2.00,1.00,1.00,0.67,1.00,1.67,20230602
2023,06,03,1.67,1.67,1.00,1.67,0.67,0.33,1.00,2.00,20230603
2023,06,04,2.33,1.67,2.33,2.67,1.67,1.67,4.00,2.33,20230604
2023,06,05,1.00,1.33,1.33,2.33,1.00,0.67,1.33,1.67,20230605
2023,06,06,2.67,2.33,1.33,2.33,2.00,1.00,1.00,1.00,20230606
2023,06,07,0.67,1.00,1.00,1.67,1.00,0.67,0.33,2.67,20230607
2023,06,08,2.00,1.67,1.33,1.67,1.67,1.00,1.00,0.67,20230608
2023,06,09,1.00,1.00,1.00,0.67,0.67,1.00,2.00,1.67,20230609
2023,06,10,1.33,0.67,1.33,1.67,1.00,1.33,1.67,1.33,20230610
2023,06,11,2.67,2.67,2.33,1.67,2.00,2.67,1.67,1.67,20230611
2023,06,12,2.00,1.33,1.33,1.33,2.67,1.67,1.67,1.33,20230612
2023,06,13,1.67,1.67,2.00,1.67,1.67,2.33,1.00,1.33,20230613
2023,06,14,2.67,1.33,1.33,1.00,1.00,0.67,0.67,1.00,20230614
2023,06,15,1.33,1.67,1.67,1.67,4.33,4.33,4.67,5.67,20230615
2023,06,16,5.00,6.33,4.67,5.00,4.00,3.00,3.33,3.33,20230616
2023,06,17,2.33,2.67,2.00,2.33,2.00,2.33,2.00,2.00,20230617
2023,06,18,2.67,2.67,1.67,2.67,1.67,2.00,3.00,2.33,20230618
2023,06,19,2.67,2.00,2.00,2.33,2.33,2.67,2.67,3.00,20230619
2023,06,20,3.00,2.67,1.67,2.33,2.33,2.67,1.67,2.67,20230620
2023,06,21,2.67,2.00,1.67,1.00,1.67,1.00,1.00,3.33,20230621
2023,06,22,1.00,1.33,2.67,2.67,2.33,1.67,2.00,2.33,20230622
2023,06,23,2.00,2.33,2.00,2.67,2.00,2.33,2.33,2.33,20230623
2023,06,24,1.67,3.00,2.67,2.67,2.67,3.00,4.00,4.33,20230624
2023,06,25,5.00,2.33,2.00,1.33,2.33,2.67,3.00,3.00,20230625
2023,06,26,2.67,2.33,2.33,2.67,2.67,3.00,1.67,3.00,20230626
2023,06,27,2.33,2.00,2.67,2.33,2.00,2.00,1.67,2.33,20230627
2023,06,28,2.33,2.33,2.00,2.33,1.67,1.33,1.67,2.33,20230628
2023,06,29,2.67,3.00,3.00,3.33,2.00,4.00,3.67,3.67,20230629
2023,06,30,3.33,1.67,2.33,2.00,2.67,1.67,0.67,0.33,20230630
2023,07,01,2.00,1.67,1.33,1.00,1.00,1.00,1.33,2.00,20230701
2023,07,02,1.33,1.33,1.67,2.00,2.00,1.33,0.67,1.00,20230702
2023,07,03,1.67,1.33,1.33,1.00,1.33,1.33,1.33,1.33,20230703
2023,07,04,1.33,1.33,1.33,1.00,1.00,0.67,1.00,1.00,20230704
2023,07,05,1.67,0.67,1.00,1.00,1.67,2.67,1.67,2.67,20230705
2023,07,06,2.33,2.33,2.00,3.00,3.00,2.33,2.33,3.00,20230706
2023,07,07,3.33,2.67,3.67,4.00,3.33,2.67,3.33,3.33,20230707
2023,07,08,4.00,2.33,1.33,1.33,1.00,1.00,1.00,1.00,20230708
2023,07,09,1.00,0.67,0.33,1.33,1.33,1.33,0.67,1.33,20230709
2023,07,10,1.67,1.67,1.00,1.67,1.00,1.33,1.00,1.00,20230710
2023,07,11,2.00,1.33,3.00,1.67,2.33,2.00,1.67,1.67,20230711
2023,07,12,2.33,1.33,1.33,1.67,1.67,2.00,2.00,1.33,20230712
2023,07,13,2.00,1.33,1.67,1.00,1.67,3.00,2.00,2.00,20230713
2023,07,14,3.33,3.67,3.33,2.00,3.00,4.00,4.33,3.67,20230714
2023,07,15,2.67,2.00,1.67,2.67,2.33,0.67,1.67,1.33,20230715
2023,07,16,1.00,0.67,1.00,1.00,1.33,1.00,3.00,4.67,20230716
